Company,Quarter,Sales,Total_Assets,Total_Liabilities,Short_Term_Debt,Long_Term_Debt,EBIT,Interest_Expense,Operating_Cash_Flow,Market_Cap,Retained_Earnings,Current_Assets,Current_Liabilities,RBI_Repo_Rate
Titan Company,2020-09-30,5128.22,15021.98,15050.01,1694.56,3953.96,408.71,51.49,980.67,166970.59,7050.73,10127.0,3034.14,4.0
Titan Company,2020-12-31,6122.38,15670.3,15621.75,1686.16,3934.37,487.95,49.96,1170.79,157754.42,7200.42,10511.72,3133.8,4.0
Titan Company,2021-03-31,5873.11,16299.32,16155.91,1676.52,3911.88,468.08,51.6,1123.12,179988.03,7342.82,10871.15,3222.42,4.0
Titan Company,2021-06-30,6256.79,17809.09,17990.01,2204.67,5144.23,726.51,55.4,-157.29,199956.56,8609.53,15508.19,3953.96,4.0
Titan Company,2021-09-30,6641.96,18986.6,19158.75,2202.29,5138.67,771.23,55.51,-166.98,184699.38,8832.66,16515.7,4206.28,4.0
Titan Company,2021-12-31,8076.25,20300.23,20602.91,2215.04,5168.43,937.77,54.02,-203.03,178837.24,9117.6,17760.63,4549.54,4.0
Titan Company,2022-03-31,7797.88,20846.05,20509.63,2147.28,5010.31,905.45,54.59,-196.04,182781.93,9065.3,17680.21,4390.39,4.0
Titan Company,2022-06-30,8665.35,22465.98,22287.39,2787.76,6504.78,1042.62,74.91,292.58,216894.5,10793.36,17621.22,4747.72,6.5
Titan Company,2022-09-30,9519.33,24338.48,24575.24,2837.44,6620.68,1145.37,74.4,321.42,198096.17,11282.6,19430.08,5328.37,6.5
Titan Company,2022-12-31,11427.86,25733.58,25906.31,2828.96,6600.91,1375.0,76.06,385.86,216719.03,11544.93,20482.47,5600.2,6.5
Titan Company,2023-03-31,11109.29,26564.95,26117.56,2762.77,6446.47,1336.67,74.06,375.1,204634.32,11563.91,20649.5,5513.77,6.5
Titan Company,2023-06-30,11437.12,28245.0,28338.55,4673.83,10905.6,1184.82,151.87,379.49,258116.23,8634.71,22813.13,5971.83,6.5
Titan Company,2023-09-30,12391.38,28772.38,28270.17,4577.09,10679.88,1283.67,154.88,411.15,251838.27,8684.52,22758.08,5834.11,6.5
Titan Company,2023-12-31,14131.53,29921.13,29435.04,4582.72,10693.02,1463.94,152.37,468.89,254832.66,8924.03,23695.83,6081.98,6.5
Titan Company,2024-03-31,13803.7,32025.23,32510.7,4729.02,11034.37,1429.98,156.79,458.02,241904.55,9445.04,26171.8,6931.92,6.5
Titan Company,2024-06-30,13314.24,33573.85,33328.02,6187.46,14437.41,1253.99,237.59,-119.14,265054.11,10591.75,28281.05,6710.4,6.25
Titan Company,2024-09-30,14594.25,36662.74,37238.38,6330.97,14772.25,1374.55,239.22,-130.6,265430.57,11130.3,31599.26,7671.63,6.25
Titan Company,2024-12-31,16732.22,38511.24,38652.49,6255.96,14597.25,1575.91,239.5,-149.73,276541.45,11287.88,32799.23,7868.62,6.25
Titan Company,2025-03-31,15917.21,40001.55,39368.28,6134.42,14313.66,1499.15,238.37,-142.44,262907.63,11352.39,33406.62,7858.63,6.25
Titan Company,2025-06-30,19254.22,46446.2,47283.22,9351.85,21820.98,1837.18,296.8,1228.89,304831.25,14703.23,39048.61,11315.91,6.0
Titan Company,2025-09-30,21105.22,50874.44,51147.34,9235.58,21549.68,2013.8,295.07,1347.03,279404.75,14912.87,42239.78,12088.49,6.0
Titan Company,2025-12-31,23730.66,55520.85,55459.76,9176.19,21411.12,2264.31,293.37,1514.6,278191.14,15206.9,45801.16,13023.43,6.0
Titan Company,2026-03-31,22922.69,61703.26,62867.06,9359.57,21838.99,2187.21,292.37,1463.03,291904.66,15908.5,51918.45,15057.88,6.0
UltraTech Cement,2014-06-30,5361.81,35096.9,34995.07,2940.14,6860.34,1018.02,145.65,963.96,88246.68,17309.11,7321.26,8420.55,7.75
UltraTech Cement,2014-09-30,5793.98,36013.45,35877.07,2937.53,6854.24,1100.08,145.18,1041.65,83057.53,17761.13,7505.78,8625.11,7.75
UltraTech Cement,2014-12-31,6007.2,37709.03,38326.33,2996.97,6992.93,1140.56,148.41,1079.99,84452.18,18597.36,8018.18,9400.37,7.75
UltraTech Cement,2015-03-31,6210.06,38579.84,39113.98,2989.52,6975.56,1179.08,149.08,1116.46,81866.02,19026.83,8182.97,9569.72,7.75
UltraTech Cement,2015-06-30,5943.57,38588.26,38340.12,3164.32,7383.41,1158.09,140.8,1069.48,89829.47,19916.77,8673.6,7981.59,6.75
UltraTech Cement,2015-09-30,6157.37,39224.46,38829.92,3152.77,7356.45,1199.75,139.29,1107.95,93762.87,20380.37,8784.41,8054.04,6.75
UltraTech Cement,2015-12-31,6725.01,40088.72,39771.97,3159.64,7372.48,1310.35,143.63,1210.09,102135.55,20962.28,8997.52,8267.41,6.75
UltraTech Cement,2016-03-31,6744.18,40610.85,40036.93,3139.79,7326.18,1314.09,143.0,1213.54,99533.36,21364.74,9057.47,8270.22,6.75
UltraTech Cement,2016-06-30,5992.09,41167.84,40890.56,2525.08,5891.85,1230.77,161.17,1181.89,108193.04,22157.97,8421.47,8990.2,6.25
UltraTech Cement,2016-09-30,6271.23,41067.07,40442.77,2503.55,5841.63,1288.1,160.07,1236.95,104929.97,22562.86,8329.24,8815.96,6.25
UltraTech Cement,2016-12-31,6781.79,41346.32,40746.46,2505.32,5845.74,1392.97,162.31,1337.65,116013.5,23172.93,8391.79,8888.41,6.25
UltraTech Cement,2017-03-31,6592.53,42634.17,43063.63,2567.81,5991.55,1354.1,161.04,1300.32,113582.57,24359.93,8869.01,9628.19,6.25
UltraTech Cement,2017-06-30,7315.73,46600.82,47269.09,5927.8,13831.54,1451.15,307.18,918.16,114024.71,24495.28,8659.51,9465.03,6.0
UltraTech Cement,2017-09-30,7683.23,50028.14,50383.78,5885.54,13732.94,1524.05,312.5,964.28,116363.24,24977.96,9230.11,10016.79,6.0
UltraTech Cement,2017-12-31,8314.0,52454.42,51517.87,5739.66,13392.53,1649.17,305.4,1043.44,125380.83,24999.85,9437.86,9988.38,6.0
UltraTech Cement,2018-03-31,8120.02,56874.49,56609.22,5816.74,13572.4,1610.69,313.82,1019.1,114734.09,25985.23,10370.58,11122.9,6.0
UltraTech Cement,2018-06-30,9728.76,61216.37,60455.32,7506.6,17515.4,1723.92,445.37,1397.53,140489.91,30580.33,12486.86,13604.88,6.25
UltraTech Cement,2018-09-30,10164.96,66728.47,66624.1,7589.21,17708.16,1801.22,446.35,1460.19,142841.94,31752.46,13761.0,15158.1,6.25
UltraTech Cement,2018-12-31,11098.99,70547.62,69434.1,7481.12,17455.96,1966.72,448.22,1594.37,143062.22,32123.93,14341.4,15572.44,6.25
UltraTech Cement,2019-03-31,10995.45,76105.59,75688.48,7559.44,17638.7,1948.38,448.0,1579.49,143939.97,33292.53,15633.22,17152.85,6.25
UltraTech Cement,2019-06-30,9890.86,76912.48,76628.76,6880.23,16053.86,2155.34,490.28,2091.46,161385.45,35716.13,14718.44,16530.05,5.15
UltraTech Cement,2019-09-30,10112.93,78427.55,78989.6,6955.19,16228.78,2203.73,507.19,2138.42,155184.18,37081.1,15171.9,17224.98,5.15
UltraTech Cement,2019-12-31,10984.55,79930.55,81343.91,7027.81,16398.22,2393.66,493.0,2322.73,147083.67,38454.27,15624.1,17923.58,5.15
UltraTech Cement,2020-03-31,11321.99,78070.95,76944.4,6806.05,15880.79,2467.2,495.87,2394.08,140090.77,38195.77,14779.07,16419.2,5.15
UltraTech Cement,2020-06-30,10314.3,80530.74,80109.2,6481.59,15123.72,2667.71,378.57,2882.63,166338.48,40382.06,15710.24,18755.45,4.0
UltraTech Cement,2020-09-30,10855.36,82498.73,82302.93,6500.24,15167.22,2807.65,371.81,3033.85,180575.6,41592.75,16140.45,19324.48,4.0
UltraTech Cement,2020-12-31,11744.46,83214.13,82010.43,6421.45,14983.38,3037.61,371.62,3282.34,183376.19,42169.9,16083.09,19022.41,4.0
UltraTech Cement,2021-03-31,11564.45,86738.37,87304.41,6558.22,15302.51,2991.05,365.16,3232.03,172825.5,44172.39,17121.29,20681.67,4.0
UltraTech Cement,2021-06-30,12036.18,86560.63,87547.65,3428.35,7999.49,2634.74,235.51,2124.22,181373.18,46914.89,17969.98,23324.24,4.0
UltraTech Cement,2021-09-30,13134.38,84718.02,84443.43,3378.71,7883.66,2875.13,237.66,2318.04,189375.09,47485.24,17332.81,22171.49,4.0
UltraTech Cement,2021-12-31,13605.64,84445.72,84489.2,3391.45,7913.37,2978.29,238.63,2401.21,185190.62,48918.5,17342.21,22267.11,4.0
UltraTech Cement,2022-03-31,13886.81,83593.97,83377.5,3380.92,7888.82,3039.84,240.93,2450.83,203488.56,50017.14,17114.02,21905.94,4.0
UltraTech Cement,2022-06-30,14409.94,84689.35,83687.45,3278.15,7649.03,2419.89,202.09,2066.47,210756.26,49391.98,18741.3,23527.76,6.5
UltraTech Cement,2022-09-30,15233.16,89049.59,90527.82,3372.47,7869.09,2558.13,201.64,2184.53,225282.87,52186.35,20273.16,26183.09,6.5
UltraTech Cement,2022-12-31,16841.83,88128.84,86790.56,3267.02,7623.06,2828.28,203.02,2415.22,198761.1,51885.05,19436.22,24317.32,6.5
UltraTech Cement,2023-03-31,16823.64,91126.09,90872.89,3308.18,7719.09,2825.22,209.28,2412.61,200521.84,53885.86,20350.44,25781.89,6.5
UltraTech Cement,2023-06-30,16320.97,93264.92,92797.94,3403.77,7942.13,2987.39,240.54,2508.4,243800.92,55165.97,21044.95,26717.91,6.5
UltraTech Cement,2023-09-30,17600.44,94303.52,92551.7,3357.35,7833.82,3221.58,238.23,2705.05,258073.86,55884.27,20989.11,26283.61,6.5
UltraTech Cement,2023-12-31,18314.86,97221.57,96015.54,3378.46,7883.08,3352.35,237.68,2814.85,221516.24,57715.57,21774.65,27438.76,6.5
UltraTech Cement,2024-03-31,18492.52,100156.92,99520.9,3399.18,7931.41,3384.87,244.93,2842.16,237022.32,59558.37,22569.6,28614.87,6.5
UltraTech Cement,2024-06-30,17653.7,110581.74,112180.51,7335.14,17115.32,2974.32,412.9,2480.65,283544.39,66072.75,23234.11,33062.07,6.25
UltraTech Cement,2024-09-30,18061.77,117030.4,116846.58,7219.24,16844.9,3043.07,417.34,2537.99,288807.45,66786.34,24200.51,33893.15,6.25
UltraTech Cement,2024-12-31,19918.13,126700.41,127990.57,7304.23,17043.2,3355.83,420.79,2798.84,257083.07,69350.76,26508.58,37562.68,6.25
UltraTech Cement,2025-03-31,19984.12,135543.1,137481.53,7334.01,17112.68,3366.95,420.88,2808.12,250601.44,71418.98,28474.29,40512.58,6.25
UltraTech Cement,2025-06-30,20609.84,132894.5,130273.73,6985.96,16300.57,3959.35,465.11,3566.3,295367.09,69211.96,24972.76,37032.5,6.0
UltraTech Cement,2025-09-30,21340.32,136609.29,135720.41,7080.13,16520.3,4099.68,473.97,3692.7,315721.14,72040.73,26016.85,39100.87,6.0
UltraTech Cement,2025-12-31,22538.2,137996.32,136567.59,7052.72,16456.34,4329.8,464.4,3899.98,287211.23,73650.27,26179.25,39192.61,6.0
UltraTech Cement,2026-03-31,22632.42,141690.14,142004.97,7142.33,16665.45,4347.9,462.14,3916.28,289985.33,76498.6,27221.57,41270.89,6.0
Wipro,2014-06-30,11876.82,54229.83,54487.12,2378.53,5549.91,2605.26,88.13,1983.22,74775.03,34013.76,38832.93,12541.3,7.75
Wipro,2014-09-30,11497.32,56256.99,57093.74,2402.51,5605.86,2522.01,88.83,1919.85,66455.82,35285.23,40690.66,13273.75,7.75
Wipro,2014-12-31,11967.21,56516.04,56143.3,2351.69,5487.27,2625.08,86.2,1998.32,74669.14,35447.71,40013.29,12776.66,7.75
Wipro,2015-03-31,11498.84,59125.2,59910.7,2398.75,5597.08,2522.34,88.61,1920.11,71954.9,37084.22,42698.31,13906.87,7.75
Wipro,2015-06-30,12431.58,61948.39,62238.13,3774.17,8806.4,2619.06,138.31,1913.35,86690.47,42424.67,28703.09,11288.28,6.75
Wipro,2015-09-30,12912.32,65318.25,65668.37,3776.74,8812.38,2720.35,138.16,1987.34,81008.28,43600.91,30285.05,11918.53,6.75
Wipro,2015-12-31,13026.11,68992.92,69713.28,3795.82,8856.92,2744.32,137.31,2004.86,81024.78,44974.46,32150.49,12716.6,6.75
Wipro,2016-03-31,13166.88,71969.78,72351.57,3776.53,8811.9,2773.98,138.62,2026.52,86057.37,45893.17,33367.22,13130.77,6.75
Wipro,2016-06-30,13531.4,73911.84,74467.31,4304.41,10043.62,2762.75,151.1,2263.94,83918.81,47701.02,26631.3,12169.76,6.25
Wipro,2016-09-30,13696.46,73830.78,72553.07,4198.36,9796.18,2796.45,149.74,2291.55,91337.77,47783.3,25946.72,11564.81,6.25
Wipro,2016-12-31,13733.82,75504.18,74132.24,4194.67,9787.57,2804.08,149.22,2297.8,95511.7,48997.62,26511.47,11806.14,6.25
Wipro,2017-03-31,14255.81,79457.62,80251.09,4314.96,10068.25,2910.66,151.29,2385.14,84816.72,51695.13,28699.72,13147.13,6.25
Wipro,2017-06-30,13832.83,76363.61,74903.91,4090.58,9544.7,2636.99,142.98,2138.38,98121.17,42663.93,29895.59,13217.79,6.0
Wipro,2017-09-30,13612.47,77596.28,78165.2,4200.88,9802.04,2594.98,147.33,2104.32,100096.85,44998.42,31197.24,14165.19,6.0
Wipro,2017-12-31,13436.73,75986.22,75761.85,4157.99,9701.97,2561.48,148.65,2077.15,100185.45,45711.08,30238.01,13589.47,6.0
Wipro,2018-03-31,13346.83,75975.08,76563.68,4202.61,9806.09,2544.34,147.47,2063.25,96459.75,47386.29,30558.04,13880.68,6.0
Wipro,2018-06-30,14385.04,77666.82,78146.83,3002.54,7005.93,2830.5,185.83,2835.13,108984.67,51390.47,37937.92,15440.14,6.25
Wipro,2018-09-30,15153.89,78774.71,78561.5,2976.02,6944.05,2981.79,181.92,2986.67,121114.08,52313.22,38139.23,15384.97,6.25
Wipro,2018-12-31,14683.69,80456.33,80126.76,2971.88,6934.38,2889.27,185.52,2893.99,109001.96,53615.08,38899.11,15669.64,6.25
Wipro,2019-03-31,15183.21,83887.88,85210.29,3031.14,7072.66,2987.56,183.83,2992.44,108201.11,56086.42,41367.01,16996.09,6.25
Wipro,2019-06-30,15021.4,82688.12,83189.76,2934.9,6848.09,3032.39,179.81,2472.69,123993.43,50419.61,38024.91,16484.71,5.15
Wipro,2019-09-30,15618.64,83324.8,84885.28,2971.83,6934.28,3152.95,183.05,2571.0,120284.88,52433.97,38799.91,17032.37,5.15
Wipro,2019-12-31,15622.55,82278.58,83170.23,2948.81,6880.56,3153.74,185.28,2571.65,133644.9,53396.98,38015.98,16558.98,5.15
Wipro,2020-03-31,15523.88,79805.23,78628.09,2874.17,6706.4,3133.82,184.18,2555.4,117184.31,53379.85,35939.83,15258.39,5.15
Wipro,2020-06-30,15874.73,82356.92,83333.8,3172.49,7402.48,3786.0,127.84,3781.89,141437.33,50359.97,39259.72,17579.14,4.0
Wipro,2020-09-30,15128.22,82390.04,83001.59,3158.57,7370.0,3607.96,125.34,3604.05,140274.86,51494.15,39103.21,17432.25,4.0
Wipro,2020-12-31,15205.53,80742.06,79334.6,3080.65,7188.18,3626.4,127.21,3622.47,143717.22,51545.41,37375.64,16251.02,4.0
Wipro,2021-03-31,15269.14,81939.69,81318.14,3111.52,7260.21,3641.57,128.76,3637.62,140840.34,53396.86,38310.11,16824.26,4.0
Wipro,2021-06-30,19246.98,88361.88,87981.9,5255.2,12262.14,4048.78,130.73,2688.83,158369.55,59228.18,34061.45,19827.49,4.0
Wipro,2021-09-30,19946.99,95661.32,96407.4,5319.06,12411.15,4196.03,131.89,2786.62,168034.09,61568.12,37323.31,21990.27,4.0
Wipro,2021-12-31,20160.93,101019.67,100940.9,5273.78,12305.5,4241.04,130.55,2816.51,148836.56,62650.44,39078.42,22828.35,4.0
Wipro,2022-03-31,19521.12,105741.93,104229.81,5202.43,12138.99,4106.44,135.59,2727.13,158851.26,63387.4,40351.69,23253.2,4.0
Wipro,2022-06-30,22782.38,109949.71,110212.04,5252.6,12256.07,4239.59,254.04,3288.15,163987.64,70996.24,36268.25,20587.22,6.5
Wipro,2022-09-30,22386.45,110251.99,108434.45,5153.72,12025.34,4165.92,252.18,3231.0,173692.23,71542.33,35683.28,19873.84,6.5
Wipro,2022-12-31,21988.41,114039.86,113569.66,5218.49,12176.49,4091.84,247.75,3173.55,167488.04,74347.94,37373.17,21076.65,6.5
Wipro,2023-03-31,22713.67,118329.83,119752.57,5303.1,12373.91,4226.81,253.91,3278.23,169407.98,77490.64,39407.82,22584.43,6.5
Wipro,2023-06-30,21992.3,116980.17,117618.56,4966.46,11588.4,4104.45,308.79,4317.61,205882.52,68347.36,37841.26,24363.24,6.5
Wipro,2023-09-30,21809.33,113691.83,111654.34,4850.98,11318.95,4070.3,319.22,4281.68,200615.32,68562.46,35922.4,22590.07,6.5
Wipro,2023-12-31,22721.48,116174.16,117169.01,4981.8,11624.2,4240.53,318.41,4460.76,208919.9,72264.38,37696.63,24345.11,6.5
Wipro,2024-03-31,22223.84,112684.1,110791.52,4856.54,11331.92,4147.66,317.7,4363.06,211888.29,72253.74,35644.81,22441.2,6.5
Wipro,2024-06-30,22335.6,117714.06,117489.55,5750.21,13417.16,4518.11,373.94,4247.85,228342.06,74108.14,35468.47,24164.59,6.25
Wipro,2024-09-30,22307.28,119239.59,117244.14,5664.79,13217.84,4512.39,372.67,4242.46,207512.57,74980.36,35394.39,23755.88,6.25
Wipro,2024-12-31,21934.05,126451.95,128332.46,5846.88,13642.71,4436.89,364.22,4171.48,213186.21,79427.13,38741.8,26838.42,6.25
Wipro,2025-03-31,22907.91,126302.35,124696.38,5687.94,13271.87,4633.88,366.84,4356.69,233560.66,79249.34,37644.12,25369.13,6.25
Wipro,2025-06-30,23376.5,131458.23,131749.35,6100.78,14235.15,4495.15,364.47,3768.55,258768.07,79652.93,39272.12,30529.42,6.0
Wipro,2025-09-30,22778.73,136959.11,139560.2,6202.91,14473.45,4380.2,371.74,3672.18,256013.03,83175.15,41600.4,32880.75,6.0
Wipro,2025-12-31,22738.56,135289.86,132974.77,5983.13,13960.65,4372.48,367.13,3665.7,231226.1,82339.45,39637.4,30219.18,6.0
Wipro,2026-03-31,22819.33,142959.35,145065.27,6176.97,14412.93,4388.01,363.96,3678.73,259086.76,87186.69,43241.36,34034.84,6.0
